item_id,Title,Director,Stars,IMDB,Category,Duration,Censor,Released,videoID,thumbnail,Final Emotion
765,Dev.D,AnuragKashyap,"AbhayDeol, MahieGill, KalkiKoechlin, DibyenduBhattacharya",7.9,"Comedy,Drama,Romance",144min,A,2009,EmxaK0R1YUM,https://img.youtube.com/vi/EmxaK0R1YUM/maxresdefault.jpg,Happy
766,Bhaag Milkha Bhaag,RakeyshOmprakashMehra,"FarhanAkhtar, JaptejSingh, DivyaDutta, PawanMalhotra",8.2,"Biography,Drama,Sport",186min,U,2013,hc7IJO7fD78,https://img.youtube.com/vi/hc7IJO7fD78/maxresdefault.jpg,Neutral
767,Queen,VikasBahl,"KanganaRanaut, RajkummarRao, LisaHaydon, JeffreyHo",8.1,"Adventure,Comedy,Drama",146min,UA,2013,CQAT5qdG8tI,https://img.youtube.com/vi/CQAT5qdG8tI/maxresdefault.jpg,Happy
768,Black,SanjayLeelaBhansali,"AmitabhBachchan, RaniMukerji, ShernazPatel, AyeshaKapoor",8.1,Drama,122min,U,2005,AjWfY7SnMBI,https://img.youtube.com/vi/AjWfY7SnMBI/maxresdefault.jpg,Neutral
769,Veer-Zaara,YashChopra,"ShahRukhKhan, PreityZinta, RaniMukerji, KirronKher",7.8,"Drama,Family,Musical",192min,U,2004,HPsxxBhv9kc,https://img.youtube.com/vi/HPsxxBhv9kc/maxresdefault.jpg,Happy
770,Hindi Medium,SaketChaudhary,"IrrfanKhan, SabaQamar, DishitaSehgal, DeepakDobriyal",7.8,"Comedy,Drama",132min,U,2017,GjkFr48jk68,https://img.youtube.com/vi/GjkFr48jk68/maxresdefault.jpg,Happy
771,Vicky Donor,ShoojitSircar,"AyushmannKhurrana, YamiGautam, AnnuKapoor, DollyAhluwalia",7.8,"Comedy,Romance",126min,UA,2012,31AIQzr6m_Y,https://img.youtube.com/vi/31AIQzr6m_Y/maxresdefault.jpg,Happy
772,OMG: Oh My God!,UmeshShukla,"PareshRawal, AkshayKumar, MithunChakraborty, MaheshManjrekar",8.1,"Comedy,Drama,Fantasy",125min,U,2012,8nUwpoTrWFk,https://img.youtube.com/vi/8nUwpoTrWFk/maxresdefault.jpg,Happy
773,Kahaani,SujoyGhosh,"VidyaBalan, ParambrataChattopadhyay, IndraneilSengupta, NawazuddinSiddiqui",8.1,"Mystery,Thriller",122min,UA,2012,_XBVWlI8TsQ,https://img.youtube.com/vi/_XBVWlI8TsQ/maxresdefault.jpg,Sad
774,Baby,NeerajPandey,"AkshayKumar, DannyDenzongpa, RanaDaggubati, TaapseePannu",7.9,"Action,Crime,Thriller",159min,UA,2015,kffacxfA7G4,https://img.youtube.com/vi/kffacxfA7G4/maxresdefault.jpg,Angry
775,Chak De! India,ShimitAmin,"ShahRukhKhan, VidyaMalvade, SagarikaGhatge, ShilpaShukla",8.1,"Drama,Family,Sport",153min,U,2007,bnqLzCsffwY,https://img.youtube.com/vi/bnqLzCsffwY/maxresdefault.jpg,Happy
776,Paan Singh Tomar,TigmanshuDhulia,"IrrfanKhan, MahieGill, RajeshAbhay, HemendraDandotiya",8.2,"Action,Biography,Crime",135min,UA,2012,in0AsUG0RlI,https://img.youtube.com/vi/in0AsUG0RlI/maxresdefault.jpg,Angry
777,Lage Raho Munna Bhai,RajkumarHirani,"SanjayDutt, ArshadWarsi, VidyaBalan, BomanIrani",8,"Comedy,Drama,Romance",144min,U,2006,9spc-dExLH0,https://img.youtube.com/vi/9spc-dExLH0/maxresdefault.jpg,Happy
778,Sarfarosh,JohnMathewMatthan,"AamirKhan, NaseeruddinShah, SonaliBendre, MukeshRishi",8.1,"Action,Drama,Thriller",174min,A,1999,U05Ti6JMkfM,https://img.youtube.com/vi/U05Ti6JMkfM/maxresdefault.jpg,Angry
779,Udaan,VikramadityaMotwane,"RajatBarmecha, RonitRoy, ManjotSingh, RamKapoor",8.1,Drama,134min,UA,2010,SOLkesx2NBY,https://img.youtube.com/vi/SOLkesx2NBY/maxresdefault.jpg,Neutral
780,English Vinglish,GauriShinde,"Sridevi, AdilHussain, MehdiNebbou, PriyaAnand",7.8,"Comedy,Drama,Family",134min,U,2012,fw-LgakIhYg,https://img.youtube.com/vi/fw-LgakIhYg/maxresdefault.jpg,Happy
781,Anand,HrishikeshMukherjee,"RajeshKhanna, AmitabhBachchan, SumitaSanyal, RameshDeo",8.1,"Drama,Musical",122min,U,1971,vdoMF0qwtAQ,https://img.youtube.com/vi/vdoMF0qwtAQ/maxresdefault.jpg,Happy
